70,0,4822.680539,2,KERNEL_READ
71,70,4822.680539,2,KERNEL_READ
72,0,4822.680549,2,KERNEL_READ
73,72,4822.680549,2,KERNEL_READ
74,0,4822.680559,2,KERNEL_READ
75,74,4822.680559,2,KERNEL_READ
76,0,4822.681122,4,KERNEL_READ
77,76,4822.681122,4,KERNEL_READ
78,0,4822.681349,2,KERNEL_READ
79,78,4822.681349,2,KERNEL_READ
80,0,4822.681359,2,KERNEL_READ
81,80,4822.681359,2,KERNEL_READ
82,0,4822.681369,2,KERNEL_READ
83,82,4822.681369,2,KERNEL_READ
84,0,4822.681829,10,KERNEL_READ
85,54,4822.681852,10,KERNEL_READ
86,0,4822.681922,2,KERNEL_READ
87,82,4822.681965,2,KERNEL_READ
88,0,4822.682399,4,KERNEL_READ
89,88,4822.682399,4,KERNEL_READ
90,0,4822.682642,2,KERNEL_READ
91,90,4822.682642,2,KERNEL_READ
92,0,4822.682652,2,KERNEL_READ
93,92,4822.682652,2,KERNEL_READ
94,0,4822.682662,2,KERNEL_READ
95,94,4822.682662,2,KERNEL_READ
96,0,4822.683225,4,KERNEL_READ
97,96,4822.683225,4,KERNEL_READ
98,0,4822.683452,2,KERNEL_READ
99,98,4822.683452,2,KERNEL_READ
100,0,4822.683462,2,KERNEL_READ
101,100,4822.683462,2,KERNEL_READ
102,0,4822.683472,2,KERNEL_READ
103,102,4822.683472,2,KERNEL_READ
104,0,4822.684062,4,KERNEL_READ
105,104,4822.684062,4,KERNEL_READ
106,0,4822.684279,2,KERNEL_READ
107,106,4822.684279,2,KERNEL_READ
108,0,4822.684289,2,KERNEL_READ
109,108,4822.684289,2,KERNEL_READ
110,0,4822.684299,2,KERNEL_READ
111,110,4822.684299,2,KERNEL_READ
112,0,4822.684699,9,KERNEL_WRITE
113,112,4822.684699,9,KERNEL_WRITE
114,1,4822.694445,1,KERNEL

DEPENDENCIES

